57.08,88,51,87
446.13,89,9,54
201.94,91,59,92
462.77,94,32,11
245.52,96,66,98
312.56,99,80,94
417.2,1,52,96
221.2,5,51,12
288.07,6,2,71
127.86,7,89,19
347.64,8,53,58
25.82,10,60,2
273.39,16,5,32
39,18,85,63
291.41,19,30,49
180.26,21,61,79
25.23,24,72,52
127.85,26,54,41
264.67,27,94,95
79.29,28,15,58
487.91,29,100,19
479.24,30,51,53
365.42,32,79,67
325.52,33,30,64
57.92,34,32,74
357.85,37,57,81
265.39,40,100,71
377.82,41,93,56
315.85,42,90,61
177.24,43,44,22
211.34,45,80,19
293.68,51,63,34
165.34,53,47,90
204.23,56,29,36
150.11,57,54,37
115.32,59,45,76
147.53,60,97,59
349.75,62,81,55
10.53,63,38,94
453.51,65,58,78
393.47,66,86,34
200.94,67,7,78
443.17,69,61,54
390.61,70,24,60
361.73,73,10,11
411.61,75,27,65
55.48,77,20,97
331.44,79,5,62
292.98,80,71,3
300.94,84,1,33
19.99,85,72,17
38.96,87,100,73
35.88,88,2,2
367.34,90,6,29
196.57,91,47,96
169.8,93,51,74
207.7,94,39,42
374.28,97,67,1
83.1,99,49,30
148.71,100,13,5
146.99,1,100,85
83.17,2,90,13
378.69,3,56,41
77.78,4,24,36
329.43,6,39,26
308.34,7,39,33
266.83,9,66,36
355.31,10,19,62
404.07,11,25,10
325.82,12,8,55
319.26,13,39,34
249.73,15,46,98
176.64,16,78,44
168.97,17,98,88
251.91,18,6,25
243.33,19,85,67
134.72,20,58,61
26.05,21,84,11
131.12,22,91,18
479.62,24,28,16
33.27,26,1,26
119.31,28,85,73
202.3,30,99,32
113.11,31,26,77
209.15,33,74,4
409.13,37,82,83
432,42,30,42
52.71,44,20,95
457.92,45,9,82
194.75,46,68,84
397.73,48,28,87
42.84,50,84,42
271.93,52,52,49
227.44,53,54,32
358.58,55,71,73
135.4,57,100,81
449.74,58,36,78
9.2025,60,35,71
9.2025,75,36,34
363.71,62,49,74
57.4,63,92,25
32.1,64,58,73
9.2025,97,42,76
329.62,66,15,71
158.1,69,30,84
41.37,71,72,32
147.05,74,18,62
69.42,77,7,79
371.23,79,92,20
494.6,82,83,11
336.53,83,52,83
239.26,87,62,84
114.82,88,52,75
168.25,91,97,66
354.49,92,34,13
321.1,93,8,54
67.85,95,26,29
304.42,96,62,92
491.08,98,84,49
179.54,99,80,39
399.64,2,52,83
435.43,3,7,11
56.6,7,3,16
237.45,12,92,83
459.45,13,90,36
440.98,14,27,34
240.28,15,83,45
307.33,17,65,99
75.84,24,28,29
61.08,25,51,52
274.44,26,85,23
230.91,27,66,62
189.44,28,8,95
293.79,29,40,26
416.52,31,29,22
76.6,33,46,86
248.03,35,45,9
91.85,39,67,60
152.96,40,1,71
411.75,41,76,34
296.92,43,44,1
330.54,44,35,20
375.04,45,84,60
363.47,49,27,93
55.87,51,29,69
498.75,52,31,11
260.02,53,89,75
101.25,55,30,46
35.44,56,91,32
169.69,59,38,29
209.78,60,8,32
263.26,63,15,39
199.45,64,35,57
438.33,65,80,94
121.72,67,4,49
47.12,68,34,74
298.01,69,5,14
55.07,70,34,45
75.05,72,38,98
415.77,73,5,31
413.77,76,55,64
233.14,77,85,7
140.59,78,94,81
241.54,80,98,14
26.28,83,26,69
468.14,86,18,87
335.94,89,63,97
351.81,90,59,23
218.94,92,93,94
394.45,93,69,77
310.32,94,90,84
204.95,95,57,13
179.13,99,84,52
304.68,1,52,10
22.02,2,90,37
205.96,6,33,75
44.79,7,92,63
217.65,10,7,37
407.19,11,15,81
195.72,14,7,51
257.8,18,89,15
176.56,19,4,98
348.45,21,70,47
236.79,24,72,33
189.22,26,97,27
98.41,27,31,2
386.73,28,99,65
258.82,29,3,50
467.13,30,60,64
83.04,31,32,24
161.75,34,72,14
257.07,36,98,38
284.66,38,45,77
17.07,39,27,27
90.53,42,49,96
9.2025,64,12,71
130.8,44,93,23
439.08,49,11,8
64.6,52,35,68
298.05,70,76,3
460.68,71,76,42
362.34,72,53,3
359.59,76,56,74
202.93,78,89,43
86.17,79,99,93
192.92,82,93,97
438.79,83,44,24
181.86,84,99,53
138.9,88,20,71
346.93,89,13,9
418.09,90,8,64
55.06,92,39,82
218.38,94,82,12
98.87,95,20,10
19.28,96,12,71
294.54,97,59,81
253.31,98,73,90
413.69,99,63,29
318.45,3,65,29
490.64,5,54,82
188.41,7,57,6
192.16,10,55,41
132.99,11,24,69
434.78,12,50,81
124.51,13,52,27
454,16,54,36
282.59,21,60,35
483.34,22,11,63
489.03,24,35,30
43.05,26,16,86
196.55,27,38,27
369.14,28,19,24
187.24,36,5,83
241.87,38,97,58
495.66,39,1,4
90.05,40,96,12
60.06,42,35,35
227.08,43,6,52
81.09,44,18,82
373.84,46,70,28
117.41,48,59,16
102.73,50,70,14
283.14,54,84,2
375.86,55,9,10
127.69,56,88,50
364.1,57,92,38
159.66,58,24,40
315.14,59,93,40
86.63,60,83,48
177.05,62,19,94
448.61,67,24,13
114.64,70,42,16
217.35,73,56,87
276.94,76,46,18
409.02,79,35,66
47.62,80,40,16
74.93,81,25,74
432.11,86,80,27
127.16,88,23,20
448.26,90,54,41
189.09,93,5,51
407.72,94,24,72
328.45,95,3,76
271.12,96,99,50
362.01,97,11,41
364.63,100,4,48
397.16,1,11,53
19.7,4,17,100
334.89,5,81,24
84.09,6,98,55
251.08,7,36,73
169.22,9,70,89
184.69,13,44,46
59.73,18,37,9
98.61,19,39,13
17.32,20,65,42
145.79,21,92,78
43.12,23,64,29
54.76,25,14,57
369.59,32,100,93
53,33,88,37
489.54,34,53,24
247.15,35,39,88
265.15,37,23,24
214.07,42,73,89
228.49,44,15,96
233.95,45,30,49
173.92,46,88,33
276.24,47,40,51
325.3,48,65,58
204.8,52,60,7
102.58,55,97,47
491.21,56,16,73
353.47,59,56,23
175.33,60,16,24
251.51,62,65,6
366.72,64,82,97
399.55,66,64,18
74.14,67,100,78
84.37,69,17,21
251.84,75,46,39
333.81,81,5,89
196.45,83,12,21
66.53,84,50,68
293.75,85,24,69
67.65,90,71,61
350.81,93,49,35
206.84,95,7,31
50.12,96,77,25
57.26,97,13,89
166.05,100,58,20
652.41,4,4,48
532.557,6,62,28
541.863,7,52,82
804.357,8,3,57
668.088,10,87,33
589.401,18,78,63
811.899,19,93,74
600.057,23,72,59
838.458,25,33,67
650.61,26,94,55
827.757,29,14,79
487.728,30,32,7
520.704,35,28,33
618.21,36,76,51
460.188,37,35,92
713.943,38,84,43
869.229,39,79,61
807.696,41,39,83
643.014,43,34,40
867.852,44,93,77
528.102,45,17,64
711.549,46,91,28
557.046,47,48,83
754.308,48,52,68
733.068,49,49,61
484.155,50,14,78
812.529,51,91,79
641.547,52,71,82
865.323,56,87,18
465.534,58,84,100
528.651,59,48,33
652.365,61,83,59
835.02,62,65,27
475.344,64,74,53
875.97,65,14,71
576.981,67,38,50
510.075,68,12,23
729.549,71,9,98
451.71,72,20,4
719.352,75,54,42
864.99,76,70,71
723.195,79,87,37
759.627,80,88,54
704.754,81,28,40
810.468,83,55,9
646.776,85,72,32
759.663,86,19,70
721.107,95,99,48
893.466,97,22,62
804.384,98,1,40
707.373,99,6,30
802.638,1,21,46
611.451,2,37,60
536.157,7,44,78
557.928,8,57,39
672.237,10,24,44
600.795,14,19,58
883.611,16,95,65
674.829,17,31,100
564.21,19,34,77
806.715,22,97,41
829.8,26,17,2
797.382,28,79,96
561.807,29,27,25
889.38,37,96,57
452.178,41,91,38
771.579,43,34,26
684.144,44,51,41
721.287,45,91,30
652.302,46,81,62
888.417,48,79,62
695.925,50,84,33
762.471,52,82,87
473.067,56,87,31
503.244,57,41,20
798.282,58,90,89
520.695,60,37,22
635.256,63,28,91
731.817,64,89,35
586.863,67,73,90
696.105,68,19,49
808.29,69,2,62
514.557,70,13,73
778.959,71,77,69
839.925,74,74,77
644.211,76,88,1
576.837,77,94,41
486.882,79,79,63
612.423,80,37,76
841.167,83,21,68
475.794,84,19,44
889.956,85,73,66
694.17,87,94,62
615.231,89,6,67
589.617,91,89,90
473.454,92,10,71
886.608,94,44,22
654.984,96,19,87
655.803,98,35,24
450.927,100,55,77
520.893,3,50,48
465.264,4,41,77
567.954,5,16,97
573.786,6,58,89
611.388,7,60,29
476.397,8,76,24
806.364,9,60,4
829.755,10,84,84
722.529,11,37,17
548.568,13,30,87
626.922,14,96,73
671.526,15,57,1
583.488,22,84,55
501.183,23,58,94
484.497,24,93,83
627.291,28,75,75
778.653,29,53,66
453.303,33,80,89
782.451,34,74,73
828.846,37,24,72
767.718,39,49,53
741.357,40,79,86
865.782,45,3,48
607.851,54,70,21
835.416,57,38,96
889.119,59,36,65
752.715,64,24,41
669.879,65,45,63
607.437,67,81,18
864.009,68,73,5
813.465,70,33,73
755.37,72,77,5
716.823,76,19,93
513.729,77,75,7
648.153,78,46,82
845.397,79,42,69
509.769,84,3,13
599.571,85,46,86
768.474,87,70,94
898.956,89,89,64
872.424,90,73,78
777.366,93,84,14
511.326,100,56,47
456.444,1,73,57
840.879,3,65,2
741.987,7,89,57
817.209,10,22,19
845.892,12,34,73
843.327,13,14,67
897.696,14,22,49
489.303,17,2,51
711.297,19,18,41
530.415,21,12,49
887.085,23,24,85
818.469,24,26,54
485.478,27,44,60
874.908,28,70,30
826.731,29,70,29
484.524,32,23,44
532.584,33,73,32
751.041,35,37,17
468.189,40,69,64
574.731,41,94,1
458.262,43,82,74
789.3,44,11,23
692.37,45,28,89
493.155,46,41,83
613.422,47,52,26
628.461,52,15,70
707.661,53,41,45
855.828,58,90,5
696.06,60,53,38
771.264,62,50,88
758.565,65,68,50
463.473,69,77,49
665.721,71,3,80
789.093,74,100,66
786.951,78,86,1
553.707,79,50,93
771.345,82,58,81
798.291,84,29,75
643.248,86,83,36
632.538,87,76,56
859.518,90,3,64
535.005,92,40,47
717.192,93,59,28
771.822,95,14,84
741.996,97,68,84
508.797,98,10,43
463.095,100,52,75
658.782,2,73,4
684.684,3,9,18
686.808,4,41,90
643.221,9,35,22
487.332,11,32,21
786.519,12,72,6
536.04,13,66,45
482.607,14,76,23
829.242,15,33,42
727.281,17,58,9
672.129,20,22,55
814.257,22,25,7
870.39,23,44,30
472.707,25,95,2
892.8,31,10,83
647.802,35,61,31
679.455,36,62,97
870.156,38,85,42
863.253,39,98,24
598.212,44,20,1
690.435,46,42,84
616.599,47,78,51
698.022,48,62,37
808.578,49,29,62
796.302,50,31,9
584.424,52,8,25
645.561,54,66,17
556.497,55,66,48
679.293,58,9,68
563.571,61,76,21
744.822,64,63,52
677.16,68,10,6
650.025,71,52,55
768.339,72,90,68
693.684,74,36,60
706.887,76,5,37
867.267,78,23,6
553.806,81,95,22
736.218,82,38,93
706.77,83,15,8
618.435,86,44,14
795.663,89,5,26
889.2,92,45,24
774.783,95,30,29
863.541,96,76,58
855.306,98,14,2
517.671,8,56,38
753.642,14,48,66
582.912,23,19,25
655.389,25,15,26
766.026,27,14,67
654.768,29,74,58
814.14,32,41,5
751.653,34,75,94
720.576,35,96,22
854.613,36,78,57
748.647,38,6,14
613.278,39,75,21
776.34,40,29,87
789.066,41,41,55
647.838,43,79,24
846.333,47,65,8
860.139,49,8,56
869.778,51,50,77
707.589,54,52,27
793.575,56,58,92
606.663,59,67,56
600.876,61,81,93
751.743,65,15,92
837.774,67,55,32
687.915,68,1,45
571.572,70,73,5
753.858,72,30,79
774.261,73,24,51
710.361,76,43,9
811.665,78,56,74
857.862,80,51,37
802.818,81,13,54
657.792,84,19,98
877.266,85,30,2
890.631,86,61,60
840.258,89,41,58
618.075,90,3,48
554.544,94,59,24
642.141,100,11,67
518.256,1,94,40
745.407,4,4,15
733.185,5,37,78
489.672,6,75,12
762.903,8,69,96
847.692,9,10,28
768.78,10,45,93
741.906,11,57,91
633.672,16,81,21
602.991,18,82,59
712.35,19,46,97
654.228,20,60,74
600.048,21,88,18
687.699,22,47,10
896.337,23,92,11
792.693,30,88,14
472.995,32,97,53
722.097,34,13,1
513.225,36,100,19
884.529,37,33,49
713.727,38,40,63
522.306,42,42,97
796.005,46,51,97
646.704,47,45,52
656.703,48,61,24
710.199,50,54,38
599.094,54,30,52
460.863,57,90,3
670.158,58,52,5
790.713,61,71,94
765.891,62,2,91
696.942,66,10,78
757.26,71,49,73
673.2,74,93,21
671.904,75,65,45
885.213,79,60,3
806.04,81,97,14
744.354,82,36,93
514.332,84,94,5
807.831,85,72,30
833.625,87,72,21
817.614,88,60,57
533.781,91,66,69
786.294,96,61,99
615.537,97,10,99
722.736,98,30,2
469.404,100,8,42
813.222,3,37,21
452.664,4,86,91
567.297,5,17,71
486.108,8,45,24
779.805,9,62,36
814.581,12,19,5
515.178,13,4,94
487.971,15,90,23
562.041,16,4,69
563.895,17,56,59
562.266,20,51,28
634.5,22,4,21
645.858,23,87,32
460.431,25,70,6
779.535,32,47,41
570.384,33,57,45
787.896,35,83,48
581.454,37,45,91
605.772,40,58,88
732.051,41,18,71
794.727,43,45,100
657.522,45,72,87
480.951,46,85,11
629.838,47,100,25
675.738,48,4,69
787.302,50,37,64
683.379,51,45,30
621.405,53,99,22
630.774,54,85,30
717.192,55,71,20
579.384,56,27,47
794.79,57,38,90
513.774,58,61,74
870.12,59,57,26
695.736,60,89,48
820.728,61,46,34
796.329,62,64,59
485.982,63,7,72
473.31,64,4,24
466.938,65,96,87
504.243,66,13,97
542.448,67,94,53
520.218,68,7,15
584.289,69,53,77
788.652,73,29,52
758.322,74,34,36
774.414,75,6,57
493.848,77,37,79
614.367,80,23,72
727.956,81,31,79
558.225,85,46,32
865.296,86,17,62
819.954,87,40,76
862.245,91,63,95
844.794,93,78,93
798.498,100,47,38
488.061,1,30,45
562.509,2,90,12
763.002,4,5,86
628.191,6,81,77
830.124,8,41,14
657.567,9,94,91
610.2,14,46,45
539.424,15,27,95
648.999,17,19,13
644.004,18,43,90
534.6,19,10,88
662.049,20,81,84
894.573,23,100,84
661.104,25,23,74
787.167,29,22,88
547.182,30,74,47
898.425,31,46,38
667.287,32,58,75
534.951,33,40,58
559.647,34,25,100
661.554,35,86,30
469.053,37,35,38
567.684,41,42,98
629.82,45,84,23
706.239,47,83,41
622.251,49,45,90
540.846,51,28,94
669.825,52,73,33
614.529,53,88,60
878.301,61,73,30
628.56,63,68,2
856.278,65,51,19
626.265,66,2,60
769.185,68,66,52
725.976,69,55,64
529.047,71,45,75
476.523,72,98,20
881.154,74,71,79
884.07,75,91,77
552.753,77,86,67
454.104,78,89,18
591.669,82,79,62
527.391,83,15,51
702.009,84,3,92
823.095,85,40,38
642.258,87,29,94
811.233,89,47,4
484.677,91,8,39
806.472,92,1,10
772.992,98,12,14
822.132,99,83,27
662.157,2,29,29
700.74,3,79,90
574.695,8,23,71
799.902,10,71,73
561.051,11,17,68
890.631,12,68,64
857.178,14,37,53
472.482,15,79,38
893.349,16,67,59
881.505,17,63,94
866.691,22,96,74
477.684,24,97,91
609.678,26,66,85
891.108,27,68,86
805.698,28,38,40
778.068,29,96,12
599.283,30,13,16
646.119,31,53,30
768.051,36,17,18
769.284,38,74,12
847.989,39,99,100
866.205,40,50,79
882.423,41,34,45
849.888,43,63,23
580.347,49,66,100
819.945,50,34,72
633.006,51,23,57
827.937,53,70,50
796.095,54,87,30
846.774,57,58,25
795.888,58,11,1
647.811,61,87,65
577.422,63,57,53
785.448,65,51,57
655.335,68,48,60
596.115,70,24,67
503.721,71,49,14
770.652,72,73,77
887.688,73,6,51
730.89,74,34,83
590.499,76,33,43
551.952,77,32,14
482.427,78,48,55
685.305,79,54,87
614.943,80,99,34
645.633,82,100,40
466.182,86,73,40
770.724,87,58,46
744.012,88,80,80
700.173,89,11,21
729.486,91,77,22
615.339,92,57,76
811.062,94,37,23
649.854,98,10,34
551.592,99,4,58
542.529,1,93,60
